id,temperature,soiling_ratio,voltage,current,module_temperature,efficiency,voltage_v,current_a,light_lux,temperature_c,power_w,fault_label
10154,24.8394092120329,0.938066340964982,15.44318113962,2.49097494240578,28.9789333372578,0.602731086538418,31.14,3.81,76337,22.5,118.64,Normal
,,,,,,,34.16,0.06,55461,28.7,1.94,Open_Circuit
16641,18.6983791768865,0.549176057850873,8.09597902328561,0.771341473117464,,0.369594424728331,19.31,3.93,21627,61.6,75.89,Dusted
4727,3.24553980184498,0.621631422912666,46.8984627206801,1.01764230659556,6.38009521935103,0.524156881494061,19.34,0.58,89995,41.3,11.22,Normal
4772,27.7274368066542,,3.63847294371206,0.715641342333968,32.6137625441084,0.509734753694147,36.35,6.79,94624,31.6,246.82,Normal
5351,14.8582210103548,0.62761631220842,6.96920030231561,2.5058772354626,23.6433725358645,0.612321624193938,29.73,3.09,42059,24.6,91.87,Normal
,,,,,,,26.12,0.14,38339,48.3,3.75,Open_Circuit
,,,,,,,24.06,2.32,7691,47.6,55.9,Shaded
18743,13.9285326089573,0.573282938050142,2.76969174565394,3.66106601518693,,0.544968637069352,22.83,4.05,6721,45.9,92.46,Shaded
8620,33.953554930538,0.867366857205918,52.406682682476,0.90612940321192,39.037004098817,0.666634742055863,31.62,6.13,76086,47.4,193.83,Normal
12612,18.283016083167,0.799827218253855,0,0.893222097570526,21.1999952945833,0.445734771511998,35.19,5.88,45312,52.1,206.92,Normal
2338,14.6115444407951,0.739629757183182,0,3.4000938543884,21.823161331692,0.701932026971207,20.3,7.21,29151,46.5,146.36,Dusted
92,38.0038363316925,0.568482593903004,12.5164417835768,3.07158755191806,47.4221674199375,0.447905405133052,30.96,0.93,17126,32.5,28.79,Dusted
19716,35.666113842185,0.537396998273266,0,1.18366405263021,43.3868763296522,0.323269609219937,33.01,5.26,78081,47,173.63,Normal
17714,53.39067671231,0.685490788458615,14.023426224646,3.60691818276914,55.4966589894209,0.626261494631897,37.1,6.3,80801,25,233.73,Normal
6747,53.1705614773635,,36.4825847840443,1.97032432557581,58.5207586037947,0.64140243507041,34.3,5.16,67417,34.5,176.99,Normal
,,,,,,,18.3,1.59,13140,37.9,29.16,Shaded
9218,35.6784115917529,0.77426397207813,0,1.0867784270481,45.3282106688302,0.530133945664425,31.55,2.72,37828,32.7,85.82,Normal
6228,15.6144168977085,0.982398429785605,0,0.268777639194267,25.329259873057,0.500966660806732,23.11,0.59,57424,24.9,13.63,Normal
,,,,,,,27.23,0.14,85039,32.1,3.73,Open_Circuit
9346,36.9645901458982,0.591250205442137,15.0179334663902,0.387423395668666,,0.318785884481221,24.27,2.8,81434,48,67.96,Normal
3760,16.2409260669911,0.513891349780862,0,0.654823772958713,21.3422122124609,0.48806442319838,20.94,7.61,66707,37.6,159.35,Normal
,,,,,,,21.42,0.02,89322,46.9,0.47,Open_Circuit
,,,,,,,21.43,2.94,24921,45,62.98,Dusted
10245,25.3509764905971,0.962810280193519,0,0.339511121575082,31.3230686884537,0.317501685857289,26.81,1.65,81867,51.6,44.24,Normal
13771,30.7770042659143,0.906534560436439,25.6860488718369,1.74967979517408,39.9264264066306,0.684473364822162,34.61,7.38,51394,43.9,255.42,Normal
10843,23.0051506902003,0.453828883917417,0,0.112889236969269,27.7154333605978,0.462123549168591,37.28,5.97,84359,45.1,222.56,Normal
14090,28.4103440701647,0.647930369893637,31.4778778273115,1.62868111239445,31.9165919716405,0.529564988847378,34.85,1.33,79502,32.1,46.35,Normal
10066,23.9232050203547,0.651542490873729,27.6587547687019,2.03333789787619,29.1278148124981,0.587094170173321,34.49,5.65,37819,46.5,194.87,Normal
11767,8.18120338787236,0.666600637753482,49.5494821450222,1.66910666105738,12.6779377510484,0.539706003314845,37.6,3.22,87189,46.2,121.07,Normal
,,,,,,,25.5,3.56,6724,49.2,90.79,Shaded
18453,33.4953388482601,0.957734104707,0,0.249414081266329,34.4899507813692,0.351425266415101,21.68,2.19,12531,59.3,47.48,Shaded
,,,,,,,23.28,0.01,53370,26.2,0.34,Open_Circuit
18949,2.12578454886971,0.600945566751217,16.2506242622021,0.165220013221219,8.97769724447584,0.422542322596543,36.78,3.85,29068,55,141.6,Dusted
8548,36.3890647704131,0.725953767077989,0,2.56000655439571,38.5391206598316,0.543189806716436,33.6,4.82,3126,35.8,161.95,Shaded
,,,,,,,17.39,0.15,48721,55.9,2.53,Open_Circuit
1976,14.6911289760329,0.568206089731752,19.8017465807951,0.143593062520057,21.8725963205561,0.421232209086861,33.89,5.82,17781,39,197.24,Dusted
5042,26.298365023102,0.45516937566235,0,1.87429482646614,34.793242673184,0.475751011540669,30.12,3.42,87064,26.7,103.01,Normal
,,,,,,,28.37,2.57,19847,59.2,72.9,Dusted
,,,,,,,26.61,0.14,89564,40.7,3.64,Open_Circuit
14525,11.2135498008295,0.638141421939903,21.0772327506826,0.0285693187985336,18.3994945303156,0.518326186756682,20.05,3.41,41390,46.8,68.37,Normal
18470,51.0732900954767,0.82933533114971,12.2436232728572,0.223867457535035,55.9639853069214,0.440808864251336,21.6,1.36,68139,51.6,29.38,Normal
,,,,,,,18.16,2.96,17286,28.1,53.81,Dusted
13441,28.4746726788503,0.676553595288332,0,0.120514751105945,33.9672071169604,0.529682458507587,33.27,1.25,8635,32.3,41.59,Shaded
5818,15.0567533617913,0.699192134721724,0,2.11675192301464,21.6608439560461,0.546149485464072,22.1,4.66,29427,63.8,102.99,Dusted
16996,,0.588420218160984,0,2.36367447148111,33.6557655382145,0.603241946263311,29.98,7.67,84961,42.6,229.95,Normal
7245,19.8134095041322,0.468587782579985,29.4554408162085,1.7203169394635,,0.455635916221182,26.08,7.22,41876,46.2,188.3,Normal
18178,10.2673560218359,0.549397935463493,3.50983158256787,2.69957431328099,17.1214845524814,0.620999699649096,35.46,7.01,32397,60.4,248.57,Normal
10759,25.9192392734393,0.748436796656347,28.3522971275242,4.05244704409174,,0.483849557783301,22,4.54,80781,27.9,99.88,Normal
2654,20.6597807328386,0.709720301264463,0,0.90849049060035,30.3373866871242,0.471950439913887,34.84,3.28,61970,35.2,114.28,Normal
,,,,,,,17.3,3.84,13051,58.1,66.37,Shaded
15157,36.5716335142753,0.859396419689597,53.0260639674079,0.885540086556151,44.5524232904429,0.458683492656254,19.22,0.13,95366,35.7,2.5,Open_Circuit
,,,,,,,34.88,0.12,66208,51.3,4.3,Open_Circuit
,,,,,,,33.64,0.1,61047,41.5,3.35,Open_Circuit
,,,,,,,30.61,2.69,24175,52.3,82.49,Dusted
10850,32.0904305214455,0.510226634035953,,1.07396869118847,38.228181302732,0.553216749997769,37.75,4.71,93429,34.1,177.8,Normal
17456,36.1922128914627,0.889909068936682,0,2.34166158366161,38.6250043002484,0.480700647791281,32.58,0.5,66331,57.7,16.29,Normal
,,,,,,,21.77,0.08,66498,59.2,1.65,Open_Circuit
,,,,,,,15.86,1.65,7990,56.9,26.2,Shaded
1403,18.3962713680094,0.885010424614004,25.2307768409192,0.603536409394743,26.1406122466122,0.505123691853565,28.64,5.65,53137,27.8,161.82,Normal
1473,16.3724037625387,0.731198761620791,0,2.30124941711438,25.4396454827407,0.37464981441856,23.74,1.45,85493,29.7,34.42,Normal
19518,26.3439947737278,0.739330231413135,0,1.5345126662737,34.8564228768064,0.476409041084082,21.93,0.48,39988,33.8,10.53,Normal
7182,17.4950011757396,0.534245654209198,0,0.0210919992915117,22.0018938359555,0.496829691812702,22.15,6.3,47226,21.3,139.54,Normal
8905,19.9255542058146,0.985037839754009,3.20899186717042,1.61789840416191,24.7643614848635,0.639922173853511,21.71,3.76,95941,58.5,81.63,Normal
2183,14.7341686122818,0.595635807758749,11.3941631006522,0.107059010429222,15.0724654342409,0.417252355370168,23.68,5.45,27366,22.2,129.06,Dusted
,,,,,,,22.15,0.01,68812,29.2,0.15,Open_Circuit
10507,18.383526694844,,0,2.24458584010867,21.1252387952727,0.545841357895198,22.68,7.12,81316,46.5,161.48,Normal
3980,15.3277105349362,0.61800555195495,13.278635070968,1.21772077361891,17.4103271199264,0.59970760095043,24.16,2.34,83888,46.6,56.53,Normal
1460,28.2001717046759,0.709815661976898,6.0365307805541,2.56112935892631,,0.72016713338723,34.67,4.22,4461,25.4,146.31,Shaded
,,,,,,,26.74,0.07,66173,58.6,1.77,Open_Circuit
19527,,0.449493862311577,73.8870923275305,3.58628397973984,34.1243513810306,0.557551584446744,28.35,4.71,13657,34.3,133.53,Shaded
,,,,,,,28.02,0.08,60270,33.2,2.21,Open_Circuit
,,,,,,,17.31,2.41,10621,50.7,41.75,Shaded
,,,,,,,19.84,0.04,31431,34.4,0.78,Open_Circuit
9973,33.7868061623396,0.861292376388233,4.45980106721155,0.746615566253155,35.9698095262685,0.296325315863719,36.7,6.15,12543,36,225.71,Shaded
11647,26.9418302486768,0.707719135678277,1.42061261085307,1.22083422258585,33.1251882806412,0.45191516752462,25.1,3.59,96821,60,90.11,Normal
,,,,,,,17.59,0,77549,52.8,0.02,Open_Circuit
3727,37.4911867827146,0.836253958391324,,1.4783900207546,37.5997941655405,0.557726986644476,31.77,4.11,18470,48.8,130.57,Dusted
4690,31.2821968940664,0.994173652128682,23.9692221248615,2.81433529885075,39.2986482431657,0.795994124401926,18.79,0.41,53967,38.8,7.7,Normal
5587,17.2027881230825,0.484670058804852,,2.4620258725802,19.8051921282479,0,26.95,6.38,23207,39.5,171.94,Dusted
,,,,,,,26.49,0.03,88462,37,0.78,Open_Circuit
,,,,,,,19.91,0.1,42984,27.4,1.95,Open_Circuit
,,,,,,,23.84,0.07,53726,55.7,1.68,Open_Circuit
2526,25.9871770632147,0.56896749603968,0,2.27478456240838,31.4780371582727,0.510436217985292,21.03,3.15,13751,22.5,66.24,Shaded
,,,,,,,27.89,0.01,63672,55.5,0.17,Open_Circuit
4025,47.4367523586598,0.644961647980163,9.10939580956322,1.15633243980851,54.3619432224977,0.380231569154333,26.55,0.93,82876,56.8,24.69,Normal
18026,7.61420090962358,,18.5350121606819,1.26033996807772,11.1504409513309,0.509791450083622,20.89,3.31,42648,20.4,69.15,Normal
1671,13.1997115328705,0.89785697025299,7.61719802729603,1.81515556030503,20.1182766240623,0.42958122157312,22.66,6.4,81583,55.2,145.02,Normal
12569,,0.909102678458914,0,0.911852317157351,26.650186292884,0.63093156998378,33.74,7.99,63543,53.6,269.58,Normal
,,,,,,,23.95,2.39,6697,54.7,57.31,Shaded
,,,,,,,31.93,0.1,49756,56.9,3.05,Open_Circuit
3225,,0.917493398232686,3.2834031914005,1.34781016737846,28.260597096145,0.588105277772392,27.03,6.67,98757,25,180.29,Normal
,,,,,,,23.81,2.78,6689,47.3,66.28,Shaded
12770,22.388528584046,0.427320003087991,21.3060098692983,0.0621446998264927,23.9246894115996,0.514644920924108,28.13,6.73,16578,53.6,189.31,Dusted
2446,21.0579098300949,0.950436347337767,4.67817422038747,1.70771054968794,21.3026263845261,0,23.56,6.07,29114,36.6,143.01,Dusted
10330,43.9424060450118,0.701605680944366,61.4070747061161,2.64650102095806,52.3699372471967,0,37.71,2.04,32942,60.9,76.93,Normal
,,,,,,,19.74,1.79,8840,58.4,35.33,Shaded
,,,,,,,28.07,1.92,10062,47.7,53.8,Shaded
18988,26.9231821722271,0.999808544104003,24.9545431322487,,32.8541032092443,0.608696852087741,23.61,0.79,28178,57.7,18.65,Dusted
8248,35.805128160965,0.487166554242206,0,2.92482288393027,38.2644686080514,0.606872054670406,20.66,2.16,39401,31.1,44.63,Normal
13926,29.2591742935566,0.44978236478231,,3.11763780746572,33.3725159875527,0.447067783269631,20.66,3.9,50546,43.9,80.57,Normal
,,,,,,,17.34,3.96,7523,39.5,68.68,Shaded
2054,26.2639850761239,0.779577720271607,31.4266357236636,1.8932434017423,27.8445690307359,0.653658793497683,31.35,4.73,55697,32.3,148.29,Normal
3513,26.5949726678419,0.495383000093083,0,2.95999428950112,34.1984827368231,0.545901583773393,25.13,0.93,37951,54.5,23.37,Normal
11531,10.5756235829981,0.794869836629265,29.122210772953,0.662124496566291,16.7604214698324,0.542168450328994,18.23,5.65,43961,60.8,103,Normal
,,,,,,,16.55,2.94,5677,58.7,48.62,Shaded
15061,14.6115442907103,0.664179377472923,26.3582196362098,2.24228414395174,23.7346547753538,0.500729463808445,19.47,3.2,51214,26.5,62.3,Normal
,,,,,,,24.87,3.33,7668,36.9,82.82,Shaded
9849,17.4827385677056,0.434688633526132,0,2.34047848101929,,0.427853274960633,36.8,3.24,7177,61.8,119.23,Shaded
11110,5.37422236535102,0.826838586331543,15.0498150021734,1.47871838782109,16.5913822611763,0.512784565101613,24.74,5.13,84734,21,126.92,Normal
,,,,,,,28.86,2.04,20511,57.6,58.99,Dusted
,,,,,,,28.89,4.38,27682,38.1,126.66,Dusted
17334,22.516982122131,0.786204031348686,20.4212918101475,3.80878489667055,28.8469525742799,0.531668905619227,31.79,0.8,94557,22.9,25.43,Normal
,,,,,,,31.77,0.14,37683,35.3,4.38,Open_Circuit
16464,14.2282631916917,0.770809465554121,19.3499703466567,3.76215963675238,19.9997785732139,0.491063653249501,29.29,0.64,93055,49.4,18.75,Normal
1106,8.02191941750233,0.798283162780019,8.57026358959882,0.689232949536835,12.3294613839148,0.388382071305718,25.79,1.33,41993,23.2,34.3,Normal
7971,21.2734730216328,0.602725436606279,25.8071734259853,2.46764699870651,20.3948446725175,0.562127646862565,25.01,7.57,58251,64.7,189.33,Normal
13596,,0.896813145624004,1.58230777864401,1.07399559006742,27.7345765485521,0.514918985123818,34.34,2.93,45543,32.9,100.62,Normal
,,,,,,,26.43,4.01,20169,38,105.91,Dusted
,,,,,,,23.24,0.07,79654,57.7,1.74,Open_Circuit
3445,32.1459825744639,0.686888983748313,10.8359448278315,0.0724384977865533,38.1925929833178,0.504407016367212,37.52,0.92,7897,29.6,34.52,Shaded
,,,,,,,16,3.59,9206,37.1,57.43,Shaded
,,,,,,,20.67,0.06,68962,31.8,1.14,Open_Circuit
,,,,,,,21.41,0.01,68057,26.6,0.22,Open_Circuit
19236,0,0.660297410728085,10.9300885447897,1.55363835963599,,0.376970226153893,37,5.8,3698,29.9,214.6,Shaded
16040,34.8004942994999,0.523657149621279,0,0.0595374755365049,40.701322804175,0.419564106380775,24.17,7.63,96204,36.1,184.42,Normal
7975,39.3800871801509,0.860574928015302,1.67080972965904,1.09114937375362,45.1916631305414,0.545512779461429,27.97,1.37,8756,60.2,38.32,Shaded
,,,,,,,26.86,3.55,18166,37.6,95.32,Dusted
8000,14.2027819196652,0.803813745097736,0,1.57234625191917,16.843559671135,0.609554434742835,28.36,3.2,58808,22.5,90.75,Normal
,,,,,,,22.26,0.01,74723,30.8,0.27,Open_Circuit
,,,,,,,23.49,3.14,11402,53.5,73.76,Shaded
,,,,,,,24.92,3.26,11626,48.4,81.19,Shaded
17113,17.6065673008052,0.834078381118174,31.02010816617,,26.6897090205554,0.621651457963403,26.97,1.55,87231,57.4,41.8,Normal
8843,38.2169387266084,0.43198435242583,15.5638072696326,2.2631323693459,47.5627364822865,0.446644947799215,34.51,7,14950,46.3,241.57,Shaded
16485,16.6060439316488,0.455435721091664,42.7181658509157,1.70984781660565,21.4972982394683,0.445218979561544,37.54,2.12,45542,41.5,79.58,Normal
13088,17.5994668133253,0.70883738939127,25.5538972294219,0.502809511466528,20.6704251221142,0.413466777448575,30.51,7.31,73014,59.1,223.03,Normal
7299,18.904383302691,0.4203416959955,26.3892921214184,0.474691061595852,22.1406310659086,0.365924631289777,30.4,7.93,22385,57,241.07,Dusted
14173,35.9077071892035,0.51264558940271,0,0.839451879200109,39.0132359705703,0.52761693420066,32.56,3.73,27422,21.1,121.45,Dusted
3119,9.05924220540267,0.487367987990905,0,1.63844073743569,11.4619684391544,0.378005211013988,25.92,5.4,58933,63.9,139.97,Normal
,,,,,,,25.19,1.84,2849,29.2,46.28,Shaded
800,19.8240815992412,,0,1.19317825730583,21.3486917472305,0.416136847179588,19.78,7.92,95158,52.9,156.66,Normal
13300,27.9028072911024,0.633272048184927,31.1999061493575,4.00056750937058,33.7852764753043,0.713992706783788,34.34,0.01,45419,27.5,0.34,Open_Circuit
,,,,,,,29.09,3.66,4413,27,106.43,Shaded
,,,,,,,23.57,0.1,88004,49.4,2.28,Open_Circuit
12586,37.4663119961454,0.781197832362834,34.1102534690207,2.52540720447044,48.1568681580068,0.456226059534172,19.26,5.32,42143,29.5,102.46,Normal
17769,29.343428377955,0.480494743414995,25.9356187222385,1.40679468908124,36.7882303979186,0.441464115295827,28.8,3.58,63812,42.9,103.1,Normal
,,,,,,,28.79,2.82,21754,57.1,81.14,Dusted
5061,30.9723603438496,0.900475738143044,12.6248359856724,2.7757287206481,36.1448392177478,0.653220759774307,34.79,6.49,95310,27.6,225.79,Normal
14009,23.3851646143794,0.499477067155117,37.262556604265,2.47182263661327,31.0736380561193,0.518461701480786,33.59,0.22,90534,61.2,7.39,Normal
18405,36.1936630761525,0.666125882214571,28.07002971064,2.92510425280186,46.8857459043766,0.602374231653167,30.59,7.18,21952,34.8,219.64,Dusted
,,,,,,,31.56,0.13,74944,47.2,4.05,Open_Circuit
1681,20.5420936539415,0.756037557954116,17.1732922284961,1.5917425350956,29.1394193177587,0.496984566319487,31.98,2.57,99475,28.9,82.19,Normal
1462,7.98742779663531,0.716847971023533,0,1.60027943783837,7.20827915704319,0.46358298057418,20.16,2.28,98507,56.1,45.96,Normal
15087,34.1895124778053,0.78272734986322,51.0583160742645,0.70427912284074,36.742933539286,0.528585818299643,28.57,2.26,93685,36.4,64.57,Normal
,,,,,,,25.85,1.99,4927,51.3,51.53,Shaded
4974,32.8624159486023,0.542940106138818,2.06793145032351,1.57960173568476,45.1208682461516,0.407759126743422,22.19,3.22,27233,53.7,71.45,Dusted
,,,,,,,17.49,1.71,6045,30.7,29.96,Shaded
6381,30.6865917609085,,0,3.40811183790115,37.9333865010196,0.51713528664825,25.46,7.64,73762,41.2,194.51,Normal
,,,,,,,31.59,0.04,87632,32.7,1.28,Open_Circuit
,,,,,,,24.55,3.67,12909,54.9,90.01,Shaded
14529,37.438503192843,0.695369021929266,0,2.42871540626372,,0.53350819635576,30.66,2.75,96852,32,84.32,Normal
16821,44.0932217753972,0.825376542022797,0,1.76395558898464,48.9787045566071,0.530249344654631,30.1,3.02,92530,31.3,90.9,Normal
2200,41.4150967568132,0.570431848020519,0,0.0922241237662271,47.5289444949608,0.403657948687491,21.41,0.31,25558,33.2,6.64,Dusted
,,,,,,,20.01,0.05,85200,59.4,0.96,Open_Circuit
12355,31.4489890241765,0.603567381103491,22.6458618902921,,36.0064031152657,0.551482688367856,18.13,3.05,59610,55.8,55.3,Normal
,,,,,,,29.26,2.49,23520,51.6,72.71,Dusted
16776,28.7755621935412,0.405299609233624,0,2.69681936634636,35.0498578434518,0.480753022932585,37.3,6.7,72528,20.5,249.91,Normal
,,,,,,,17.83,0.04,41551,48.5,0.68,Open_Circuit
18014,19.1750245055881,0.97782979911673,9.26831342468823,2.4561172854147,21.2667289247053,0,33.38,7.34,55035,29.3,245.01,Normal
7850,8.877052538752,0.777823700398197,2.85821362462472,1.79062173504732,11.646854073857,0.602493367532352,24.66,5.94,44438,59.6,146.48,Normal
15138,32.6776749821131,0.942369636298194,39.0746519649633,0.430377310828731,38.3014573068954,0.564692834361871,33.82,4.61,33940,60.6,155.91,Normal
,,,,,,,34.46,0.11,39757,51.6,3.88,Open_Circuit
,,,,,,,20.67,0.04,71494,48,0.74,Open_Circuit
,,,,,,,28.26,3.44,10301,32,97.1,Shaded
9317,25.2029767500778,0.524124687734807,17.227553601081,1.92638635132858,36.3437421009237,0.468627119071739,31.3,1.67,2723,24.7,52.27,Shaded
7486,30.6604359563854,0.977615202760748,28.6214005059937,1.80598580732171,33.9568095798959,0.646435367786893,29.31,1.29,6071,46.3,37.81,Shaded
8174,16.1472025260972,0.498688693241641,0,,17.5868234278292,0.504249546032927,27.74,1.23,77304,22.4,34.12,Normal
2188,12.0178059777224,0.477029320431373,0,3.21329655297916,13.229431862095,0.583095839246796,23.86,2.5,30524,64.6,59.65,Normal
,,,,,,,22.14,0.1,32780,59.8,2.19,Open_Circuit
,,,,,,,18.02,3.44,24893,49.8,61.93,Dusted
16600,24.6765371393319,,8.13166591981182,,28.6620745873414,0,19.15,4.21,54485,32,80.62,Normal
6596,21.4298840101772,0.576301008794185,31.6805163466796,1.96056079908622,27.3971296388899,0.587611296760764,21.36,7.78,98857,25.8,166.18,Normal
,,,,,,,23.09,4.97,26433,41.3,114.73,Dusted
5958,36.4958844189439,0.431208292879427,0,0.578656559256989,43.2618399249164,0.302278080963035,27.92,6.95,77015,47.6,194.04,Normal
,,,,,,,25.23,0.02,57408,27.2,0.54,Open_Circuit
19032,23.510660846904,0.810799128733444,61.1926211860987,2.33797835655353,30.3111008341562,0.555642714226222,35.22,6.28,87316,59.1,221.18,Normal
14867,56.1229205949748,0.412771668223661,54.8711259136424,,61.8478779035473,0.590074625487885,25.33,5.57,35401,46.2,141.09,Normal
15272,14.6018000060003,0.78584107857199,50.5782794740173,3.61968108307434,21.7610224326029,0.660095072932118,21.01,2.23,83452,38.6,46.85,Normal
,,,,,,,29.58,4.65,23341,30.8,137.61,Dusted
,,,,,,,22.65,2.37,21156,29.1,53.73,Dusted
,,,,,,,19.92,2.08,17689,38.3,41.38,Dusted
10990,20.3222673296443,0.544619173601119,9.67931600675882,1.30017623788973,25.8079492638336,0.524970431839555,24.95,7.22,15148,62,180.14,Dusted
,,,,,,,19.39,0.01,43948,39.7,0.28,Open_Circuit
13857,10.5746719747783,0.944335408376792,4.60171374021267,0.63877115276957,13.5552416991542,0.401031555452328,23.98,0.84,46259,56.3,20.14,Normal
,,,,,,,21.39,0.01,34658,47.7,0.12,Open_Circuit
16972,37.0464492392992,0.595666589077367,33.3692825703162,1.45334028194002,41.1039567103534,0.646154312691932,37.59,0.52,99583,30.7,19.55,Normal
,,,,,,,29.71,0.15,64029,40.2,4.34,Open_Circuit
,,,,,,,29.25,3.18,4861,25.9,92.98,Shaded
7450,32.3599980759827,0.91569499954729,1.00207756260555,2.35839562023044,,0.364056639591099,33.84,3.09,82651,35.1,104.57,Normal
,,,,,,,20.72,1.8,10785,51.1,37.4,Shaded
7507,35.517522771892,0.958478140479363,39.7982458340946,2.28347606353299,42.9943227868728,0.519993473616192,35.31,7.5,19802,39.8,264.83,Dusted
4650,34.4764796305058,0.826770434861809,7.26838934266854,0.970470443885252,35.2760999114749,0.519742647426977,18.58,3.14,49632,53.3,58.34,Normal
12430,17.8507992298217,0.608073651451812,25.8793920394632,,23.1838655818826,0.469294016034,22.14,3.73,60746,57.1,82.58,Normal
,,,,,,,31.81,3.2,23136,53.3,101.75,Dusted
3772,19.5022649100712,0.873193546375662,0,1.39963907585798,20.8562510319837,0.603548889248556,24.93,2.54,46455,40.4,63.32,Normal
,,,,,,,15.05,0,75667,50.3,0.07,Open_Circuit
,,,,,,,21.84,3.05,25097,51.9,66.5,Dusted
13736,0,0.610318073115644,25.4714104578074,0.468674917238486,0,0.377429891142676,31.66,0.67,40078,45.6,21.21,Normal
,,,,,,,21.43,0.1,74329,42.8,2.04,Open_Circuit
11226,40.5210632527257,0.728255282626032,0,1.29587625213416,48.0228112059058,0.621006244983431,31.09,6.29,36424,27.3,195.56,Normal
9807,22.3740546223723,0.456706637918106,32.9555428130946,2.15034162401892,29.5142884213729,0.409895864804886,29.93,6.61,53343,27.2,197.84,Normal
19140,20.5259548394605,0.800441256746101,35.6377911255611,,27.1021523757607,0.568749450068527,29.68,6.14,46447,29.8,182.24,Normal
3099,23.8746489358209,0.959770170286704,5.94079482729974,,26.9529902297213,0.609275190304749,20.93,6.47,77765,46.6,135.42,Normal
9988,14.8058673054475,0.844618826919593,26.3566404482878,0.408287103050798,15.1319475128321,0.624605480780682,27.17,4.4,66396,64.4,119.55,Normal
,,,,,,,30.02,0.08,86940,30.2,2.35,Open_Circuit
16217,33.8740302647099,0.420454351280762,16.0808998487263,0.80655621133178,41.9307401849362,0.509745455660724,24.13,1.45,77592,22.2,34.99,Normal
10712,21.8241765305918,0.402024507665047,0,0.449398385904231,21.7411331809781,0.483185261766773,23.53,2.31,59563,49.6,54.35,Normal
11748,20.0699536603679,0.970615379874316,11.7034572955543,1.19562195605557,23.5267652223197,0.672226632756482,37.44,5.46,53753,31.4,204.42,Normal
,,,,,,,29.46,0.13,56208,52.7,3.77,Open_Circuit
,,,,,,,27.01,2.02,24417,47.2,54.62,Dusted
13672,32.7339173490166,0.414130804460346,21.0667405938367,0.154507123316059,,0.294000715490509,21.56,3.39,87730,39.9,73.09,Normal
,,,,,,,30.38,4.36,20873,27.9,132.4,Dusted
19835,25.1682127891426,0.415656386744316,14.571799195914,0.398649069714077,31.9269857717888,0.425611290956165,20.53,1.11,61345,44.6,22.79,Normal
3848,25.5128902378904,0.592768451500721,1.73955644238745,2.5143155670949,,0.617707342085465,22.04,0.13,96502,40.4,2.87,Open_Circuit
19847,33.4938958850315,0.813268633096694,22.037541172773,1.21665698065811,38.1044782609465,0.594840614490467,23.56,0.62,16177,22.3,14.61,Dusted
12908,40.8717923537504,0.986802791468907,25.5387879238431,0.720342237668296,45.4205355016244,0.567034953960307,35.2,5.95,17989,58.2,209.44,Dusted
4693,16.3684326076295,0.564734285520782,53.8475307718871,0.875976379768219,,0.484588008939821,31.52,1.06,32392,62.2,33.41,Normal
13919,8.57235811151033,0.793966315887674,34.8059030474136,1.71726526260357,12.2615850732174,0.484289897169472,31.5,2.73,54320,51.6,86,Normal
6314,21.7882436934722,0.931183957954403,13.145477543736,3.11083305317392,26.9545853296745,0.837392981197433,34.59,2.55,84516,20.7,88.2,Normal
,,,,,,,19.51,0.11,45053,31.2,2.07,Open_Circuit
5703,25.6554562431293,0.923023935470667,55.9797185724847,0.226103947760258,30.141604496647,0.568368380759971,30.4,0.73,2444,21.3,22.19,Shaded
,,,,,,,31.72,0.06,58644,34.7,1.81,Open_Circuit
,,,,,,,19.18,3.99,25776,53.1,76.54,Dusted
18692,21.2084617236007,0.627047732747696,0,1.30922560704595,28.8486147733396,0,29.85,5.73,76843,63.7,171.04,Normal
,,,,,,,20.98,0,72597,35.3,0.08,Open_Circuit
13078,53.2155062179085,0.814126483776115,,2.96051952600452,56.0866667094055,0.70884773472638,34.77,1.52,87312,24.3,52.85,Normal
17657,35.0199692647185,,22.1100185898301,1.98522097399887,38.7547379305111,0.737122468709157,21.62,2.4,59078,51.3,51.89,Normal
13883,15.0719918249526,0.643572231613913,2.49264300972095,1.28157779830394,20.6281386302118,0.342210438946268,34.55,3.35,67860,58.2,115.74,Normal
,,,,,,,27.5,1.5,6194,46.6,41.37,Shaded
19183,34.1037722231266,0.522807068232432,0,1.408102688261,43.4508246515275,0.367666544767734,18.9,3,9714,36.3,56.7,Shaded
17789,10.8165950995476,0.620491443485863,1.96428021750678,0.554384793713621,,0.444630409133896,18.12,6.79,17925,32.3,123.03,Dusted
4241,6.91696050874875,0.777194825548739,0,0.283572637752666,17.6177187657768,0.563770968549469,36.01,0.07,81814,32.2,2.52,Open_Circuit
,,,,,,,23.96,1.7,12077,32.4,40.8,Shaded
19537,28.9247886285184,0.433528036774685,0,2.96598079263206,33.8259932979412,0,21.58,6.43,11574,38.4,138.76,Shaded
16242,16.6928048067893,0.617368374201067,34.8387104038068,3.72834647300198,22.4605150377546,0.595991227128041,19.41,0.81,51391,26.9,15.72,Normal
6047,35.151610083089,0.54449173001039,24.8972096092765,0.129875606556379,,0.390558552100054,27.38,6.1,76324,61.7,167.02,Normal
387,19.4962056751134,0.964601118624372,9.83379511398702,1.10324902476933,26.7472499118631,0.640222506412701,26.66,1.62,4714,44.3,43.19,Shaded
,,,,,,,21.83,2.07,12869,26.9,45.24,Shaded
,,,,,,,25.13,0.13,75784,46.9,3.24,Open_Circuit
